symbol,year_id,year_label,sort_order,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets,debt_to_equity,equity_ratio,book_value_per_share
ICICIGI,40,Sep 2024,20242,495.0,13130,0,54389,68014,760,0,51557,15697,68014,0.0,0.20032640338753785,275.25252525252523
ICICIPRULI,7,Mar 2013,20134,1429.0,2532,0,71260,75220,165,7,73716,1332,75220,0.0,0.052658867322520606,27.718684394681596
ICICIPRULI,11,Mar 2014,20144,1429.0,2954,0,77090,81474,197,5,80101,1171,81474,0.0,0.05379630311510421,30.67179846046186
ICICIPRULI,15,Mar 2015,20154,1432.0,3833,0,95951,101215,209,6,99491,1509,101215,0.0,0.0520179815244776,36.76675977653632
ICICIPRULI,18,Mar 2016,20164,1432.0,3891,1029,98413,104765,212,7,103024,1522,104765,0.19331204208153296,0.050808953371832194,37.17178770949721
ICICIPRULI,21,Mar 2017,20174,1435.0,4971,0,118335,124741,207,7,121581,2946,124741,0.0,0.051354406329915586,44.641114982578394
ICICIPRULI,24,Mar 2018,20184,1436.0,5138,0,135245,141819,404,18,138537,2859,141819,0.0,0.04635486077323913,45.779944289693596
ICICIPRULI,27,Mar 2019,20194,1436.0,5435,0,156215,163086,463,13,159003,3607,163086,0.0,0.04213114553057896,47.84818941504179
ICICIPRULI,30,Mar 2020,20204,1436.0,5777,0,148818,156031,932,20,150776,4303,156031,0.0,0.046227993155206336,50.22980501392758
ICICIPRULI,33,Mar 2021,20214,1436.0,7673,1200,206911,217220,911,22,211727,4560,217220,0.1317378416950269,0.04193444434214161,63.43314763231198
ICICIPRULI,36,Mar 2022,20224,1437.0,7721,1200,234079,244437,433,54,238101,5848,244437,0.1310329766324525,0.03746568645499659,63.72999304105777
ICICIPRULI,39,Mar 2023,20234,1439.0,8651,1200,244562,255851,479,117,248216,7039,255851,0.11892963330029732,0.039437016075762846,70.11813759555247
ICICIPRULI,41,Mar 2024,20244,1441.0,9564,1200,286796,299001,670,49,289728,8553,299001,0.10904134484325306,0.036805896970244244,76.3705759888966
ICICIPRULI,40,Sep 2024,20242,1444.0,10130,0,314063,326838,762,0,314855,11220,326838,0.0,0.0354120389917941,80.15235457063712
INDIGO,7,Mar 2013,20134,0.4,4,11,11,26,5,0,0,21,26,2.5,0.16923076923076924,110.0
INDIGO,11,Mar 2014,20144,0.4,4,14,16,35,10,0,0,25,35,3.1818181818181817,0.12571428571428572,110.0
INDIGO,15,Mar 2015,20154,0.4,26,4,30,61,12,1,1,46,61,0.15151515151515152,0.43278688524590164,660.0
INDIGO,18,Mar 2016,20164,0.4,129,8,58,196,13,0,124,58,196,0.061823802163833076,0.6602040816326531,3235.0
INDIGO,21,Mar 2017,20174,29.0,69,52,97,246,91,2,16,137,246,0.5306122448979592,0.3983739837398374,33.793103448275865
INDIGO,24,Mar 2018,20184,29.0,71,54,125,279,95,2,15,167,279,0.54,0.35842293906810035,34.48275862068966
INDIGO,27,Mar 2019,20194,29.0,100,88,156,373,149,4,20,201,373,0.6821705426356589,0.34584450402144773,44.48275862068966
INDIGO,30,Mar 2020,20204,29.0,150,75,169,422,201,1,21,199,422,0.41899441340782123,0.42417061611374407,61.724137931034484
INDIGO,33,Mar 2021,20214,48.0,516,9,239,811,249,3,50,509,811,0.015957446808510637,0.6954377311960542,117.5
INDIGO,36,Mar 2022,20224,48.0,602,12,258,920,253,51,173,442,920,0.018461538461538463,0.7065217391304348,135.41666666666669
INDIGO,39,Mar 2023,20234,48.0,729,12,274,1062,265,251,132,414,1062,0.015444015444015444,0.731638418079096,161.875
INDIGO,41,Mar 2024,20244,48.0,867,17,290,1222,548,15,188,471,1222,0.018579234972677595,0.7487725040916531,190.625
INDIGO,40,Sep 2024,20242,48.0,905,20,266,1239,570,64,178,427,1239,0.02098635886673662,0.7691686844229217,198.54166666666669
INDUSINDBK,7,Mar 2013,20134,523.0,7107,63576,2100,73307,741,16,19654,52896,73307,8.332372214941023,0.10408282974340786,145.88910133843214
INDUSINDBK,11,Mar 2014,20144,526.0,8517,75264,2719,87026,991,25,21563,64447,87026,8.3229016919164,0.10391147473168938,171.92015209125475
INDUSINDBK,15,Mar 2015,20154,529.0,10115,94752,6390,111787,1120,38,22878,87751,111787,8.901916572717024,0.09521679622854178,201.20982986767487
INDUSINDBK,18,Mar 2016,20164,595.0,17101,117996,7205,142897,1218,37,34054,107587,142897,6.667947558770344,0.1238374493516309,297.4117647058824
INDUSINDBK,21,Mar 2017,20174,598.0,20048,149026,8976,178648,1307,28,36702,140611,178648,7.218153637508476,0.11556804442255161,345.25083612040135
INDUSINDBK,24,Mar 2018,20184,600.0,23241,189928,7856,221626,1313,25,50077,170211,221626,7.966444360555346,0.1075731186774115,397.35
INDUSINDBK,27,Mar 2019,20194,603.0,26083,242189,8944,277819,1688,22,59266,216843,277819,9.075507756876265,0.09605534538674461,442.5538971807629
INDUSINDBK,30,Mar 2020,20204,694.0,34013,262793,9558,307058,1742,78,59980,245257,307058,7.57175785864523,0.11303076291775495,500.10086455331407
INDUSINDBK,33,Mar 2021,20214,773.0,42592,307528,12080,362973,1734,75,69695,291469,362973,7.091617664014758,0.11947169624186924,560.9961190168176
INDUSINDBK,36,Mar 2022,20224,775.0,46923,341005,13273,401975,1754,95,70971,329155,401975,7.149251540945113,0.11865912059207662,615.4580645161291
INDUSINDBK,39,Mar 2023,20234,776.0,53846,385449,17733,457804,1857,135,83116,372695,457804,7.056662150781737,0.11931306847471844,703.8917525773196
INDUSINDBK,41,Mar 2024,20244,778.0,62019,432404,19734,514935,2001,197,106527,406211,514935,6.885742949503957,0.1219513142435453,807.1593830334191
INFY,7,Mar 2013,20134,286.0,37708,0,8281,46275,7139,1140,2116,35880,46275,0.0,0.8210480821177741,664.2307692307692
INFY,11,Mar 2014,20144,286.0,44244,0,12436,56966,8378,961,4331,43296,56966,0.0,0.7816943439946635,778.4965034965035
INFY,15,Mar 2015,20154,572.0,50164,0,15553,66289,11346,776,2270,51897,66289,0.0,0.765375854214123,443.49650349650346
INFY,18,Mar 2016,20164,1144.0,60600,0,13354,75098,13386,960,1892,58860,75098,0.0,0.8221790194146316,269.86013986013984
INFY,21,Mar 2017,20174,1144.0,67838,0,14166,83148,14179,1365,16423,51181,83148,0.0,0.8296290951075191,301.49475524475525
INFY,24,Mar 2018,20184,1088.0,63835,0,14426,79349,12574,1606,12163,53006,79349,0.0,0.8181955664217571,298.359375
INFY,27,Mar 2019,20194,2170.0,62778,0,19118,84066,15710,1388,11261,55707,84066,0.0,0.7725834463397806,149.64976958525347
INFY,30,Mar 2020,20204,2122.0,63328,4633,21717,91800,23789,954,8792,58265,91800,0.0707868601986249,0.7129629629629629,154.2177191328935
INFY,33,Mar 2021,20214,2124.0,74227,5325,25835,107511,25505,922,14205,66879,107511,0.06974368377624393,0.7101691919896569,179.73399246704332
INFY,36,Mar 2022,20224,2098.0,73252,5474,35905,116729,25800,416,20324,70189,116729,0.07264764432647644,0.6455122548809636,179.57578646329836
INFY,39,Mar 2023,20234,2069.0,73338,8299,40890,124596,29225,288,19478,75605,124596,0.11005609558794277,0.6052120453305082,182.23054615756405
INFY,41,Mar 2024,20244,2071.0,86045,8359,39545,136020,27622,293,24623,83482,136020,0.09486358890553362,0.6478164975738862,212.73780782230807
INFY,40,Sep 2024,20242,2072.0,88391,8804,42603,141870,31917,505,17394,92054,141870,0.09732155687960824,0.637647141749489,218.29874517374517
IOC,7,Mar 2013,20134,2428.0,60609,89671,89170,241878,66774,27240,17351,130514,241878,1.422513761758967,0.26061485542298185,259.6252059308072
IOC,11,Mar 2014,20144,2428.0,65485,94916,103124,265953,72554,38061,15895,139443,265953,1.39761165019952,0.2553571495715408,279.70757825370674
IOC,15,Mar 2015,20154,2428.0,66404,64893,100158,233883,76781,40378,16069,100655,233883,0.942773709902371,0.29430099665217224,283.492586490939
IOC,18,Mar 2016,20164,2370.0,87610,58552,83184,231715,100033,26219,31185,74278,231715,0.6507223827517226,0.38832186090671733,379.662447257384
IOC,21,Mar 2017,20174,4739.0,97357,63271,108352,273719,115958,16778,43687,97295,273719,0.6197206550697383,0.3729956634358594,215.43785608778225
IOC,24,Mar 2018,20184,9479.0,104395,65650,116336,295860,124053,19130,44806,107871,295860,0.5765143931011468,0.3848915027377814,120.13292541407321
IOC,27,Mar 2019,20194,9181.0,103288,96765,126128,335363,132494,28281,44112,130476,335363,0.8603704131805209,0.3353649627418648,122.50190611044549
IOC,30,Mar 2020,20204,9181.0,86217,129790,104773,329962,147022,32845,35571,114524,329962,1.3605107025304515,0.28911814087682824,103.90807101622917
IOC,33,Mar 2021,20214,9181.0,102657,116649,126658,355145,157085,36291,44717,117053,355145,1.043017578998194,0.31490799532585284,121.81461714410194
IOC,36,Mar 2022,20224,9181.0,124354,132020,145327,410882,160514,47469,52352,150546,410882,0.9886546598270116,0.32499598424851905,145.4471190502124
IOC,39,Mar 2023,20234,13772.0,125949,148977,153298,441995,180048,51133,52190,158624,441995,1.0662463051366653,0.3161144356836616,101.452948010456
IOC,41,Mar 2024,20244,13772.0,169645,132628,166639,482683,195998,61032,65542,160111,482683,0.7230954600718581,0.37999473774713427,133.18109207086843
IOC,40,Sep 2024,20242,13772.0,167594,163401,165544,510310,202737,66316,70178,171079,510310,0.9009461530827167,0.3554035782171621,131.69183851292476
IRCTC,15,Mar 2015,20154,20.0,424,0,718,1162,155,16,0,990,1162,0.0,0.38209982788296043,44.4
IRCTC,18,Mar 2016,20164,20.0,522,0,895,1437,159,14,0,1264,1437,0.0,0.3771746694502436,54.2
IRCTC,21,Mar 2017,20174,40.0,747,0,1040,1826,170,17,0,1639,1826,0.0,0.43099671412924423,39.35
IRCTC,24,Mar 2018,20184,40.0,915,0,1365,2319,190,8,0,2122,2319,0.0,0.4118154376886589,47.75
IRCTC,27,Mar 2019,20194,160.0,911,0,1523,2594,182,40,0,2372,2594,0.0,0.412875867386276,13.3875
IRCTC,30,Mar 2020,20204,160.0,1154,0,1928,3241,285,16,0,2941,3241,0.0,0.4054304227090404,16.425
IRCTC,33,Mar 2021,20214,160.0,1296,79,1618,3153,311,24,0,2818,3153,0.05425824175824176,0.4617824294322867,18.2
IRCTC,36,Mar 2022,20224,160.0,1710,105,1909,3884,335,26,0,3522,3884,0.05614973262032086,0.48146240988671474,23.375
IRCTC,39,Mar 2023,20234,160.0,2318,84,2526,5089,351,34,0,4704,5089,0.03389830508474576,0.48693259972489683,30.975
IRCTC,41,Mar 2024,20244,160.0,3070,60,2801,6091,343,443,0,5306,6091,0.018575851393188854,0.5302905926777213,40.375
IRCTC,40,Sep 2024,20242,160.0,3363,42,3234,6800,314,466,15,6005,6800,0.011921657678115243,0.5180882352941176,44.0375
IRFC,7,Mar 2013,20134,2352.0,4042,58753,5608,70755,13,0,13,70729,70755,9.188770722552393,0.09036817186064589,27.185374149659864
IRFC,11,Mar 2014,20144,3352.0,4210,69917,6451,83930,13,0,11,83906,83930,9.245834435334567,0.09009889193375432,22.55966587112172
IRFC,15,Mar 2015,20154,3584.0,5098,71270,7696,87647,12,0,9,87626,87647,8.208938032711357,0.09905644231975995,24.224330357142858
IRFC,18,Mar 2016,20164,4526.0,6999,87503,9372,108400,12,0,8,108381,108400,7.592451193058569,0.10631918819188192,25.463985859478566
IRFC,21,Mar 2017,20174,6526.0,5483,106395,11245,129650,12,0,8,129630,129650,8.85960529602798,0.0926263015811801,18.401777505363164
IRFC,24,Mar 2018,20184,6526.0,7402,134006,13534,161468,11,0,14,161443,161468,9.621338311315336,0.08625857755096986,21.342323015629788
IRFC,27,Mar 2019,20194,9380.0,15648,173933,7642,206604,11,0,13,206579,206604,6.94953651909861,0.12113995856808193,26.68230277185501
IRFC,30,Mar 2020,20204,11880.0,18419,234377,10828,275504,11,0,12,275482,275504,7.7354698174857255,0.10997662465880713,25.504208754208754
IRFC,33,Mar 2021,20214,13069.0,22845,323145,21423,380482,45,0,12,380424,380482,8.997744612128974,0.09439079903911354,27.480296885760193
IRFC,36,Mar 2022,20224,13069.0,27928,388440,20544,449980,38,0,10,449932,449980,9.474839622411396,0.09110849371083159,31.369653378223273
IRFC,39,Mar 2023,20234,13069.0,31612,418935,26744,490359,19,0,14,490326,490359,9.376133031937513,0.09111895570388226,34.188537761114084
IRFC,41,Mar 2024,20244,13069.0,36110,412039,23865,485082,22,4,54,485003,485082,8.378352548852153,0.1013828589805435,37.63027010482822
IRFC,40,Sep 2024,20242,13069.0,38396,403111,39773,494348,23,0,56,494269,494348,7.832721266880404,0.10410682353321951,39.3794475476318
ITC,7,Mar 2013,20134,790.0,22368,102,12069,35329,12140,2062,5981,15146,35329,0.0044045254339753,0.6554954852953664,29.313924050632913
ITC,11,Mar 2014,20144,795.0,26442,242,13369,40848,12921,3117,7284,17526,40848,0.00888497264750156,0.666789071680376,34.260377358490565
ITC,15,Mar 2015,20154,802.0,30934,269,13948,45952,15303,2700,6943,21006,45952,0.008476178472397277,0.690633704735376,39.571072319201996
ITC,18,Mar 2016,20164,805.0,41875,84,8888,51651,15107,2560,11748,22237,51651,0.0019681349578256793,0.8263150761843914,53.01863354037267
ITC,21,Mar 2017,20174,1215.0,45198,46,9440,55898,15893,3730,17581,18694,55898,0.0009911016310085537,0.8303159325915059,38.2
ITC,24,Mar 2018,20184,1220.0,51290,36,11695,64241,16524,5508,22053,20156,64241,0.0006855836983431727,0.8173907629084229,43.040983606557376
ITC,27,Mar 2019,20194,1226.0,57915,13,12585,71739,19374,4136,25043,23185,71739,0.00021981366564650582,0.8243911958627803,48.23898858075041
ITC,30,Mar 2020,20204,1229.0,64044,277,11760,77311,21713,3256,28663,23678,77311,0.004243714859130115,0.8442912392803094,53.110659072416595
ITC,33,Mar 2021,20214,1231.0,59116,271,13143,73761,23298,4011,24871,21580,73761,0.004490695477819941,0.8181423787638454,49.02274573517465
ITC,36,Mar 2022,20224,1232.0,61223,249,14491,77196,24232,3226,24841,24898,77196,0.003986870546793691,0.8090445100782424,50.693993506493506
ITC,39,Mar 2023,20234,1243.0,67912,306,16370,85831,25851,3003,29415,27561,85831,0.004424842744559323,0.8057112232177185,55.63555913113435
ITC,41,Mar 2024,20244,1248.0,73259,303,16944,91754,27820,2861,31114,29959,91754,0.004066731984914169,0.8120299932428015,59.701121794871796
ITC,40,Sep 2024,20242,1251.0,74015,304,18501,94071,29492,1387,28409,34784,94071,0.004039008317168443,0.8000977984713674,60.16466826538769
ONGC,7,Mar 2013,20134,4278.0,148250,20686,80211,253424,119644,53385,2128,78267,253424,0.1356210007342914,0.6018688048487909,178.27021972884526
ONGC,11,Mar 2014,20144,4278.0,167874,49113,103711,324976,155923,72034,4746,92273,324976,0.285288582183187,0.5297375806213382,201.20617110799438
ONGC,15,Mar 2015,20154,4278.0,176177,53944,103448,337847,179933,63393,4749,89771,337847,0.2989332520572996,0.5341323143316353,210.9104721832632
ONGC,18,Mar 2016,20164,4278.0,193536,45500,98459,341772,166277,57668,33387,84440,341772,0.23001405360591262,0.5787893683508304,231.1991584852735
ONGC,21,Mar 2017,20174,6417.0,187969,80029,170111,444525,211125,59042,70746,103612,444525,0.41170145998168595,0.43728924132500985,151.46174224715597
ONGC,24,Mar 2018,20184,6417.0,197602,106550,148664,459232,226058,61512,67335,104328,459232,0.5222552801454766,0.44426128841195733,158.9675860994234
ONGC,27,Mar 2019,20194,6290.0,210644,107742,167667,492343,230391,69056,66909,125987,492343,0.4966579697050716,0.4406155871008626,172.44356120826708
ONGC,30,Mar 2020,20204,6290.0,198814,129473,173787,508364,243892,83832,56755,123884,508364,0.6312553631328497,0.40345893887057305,163.03974562798092
ONGC,33,Mar 2021,20214,6290.0,214691,133187,187580,541748,243746,100309,60320,137372,541748,0.6027079251157339,0.40790367477129585,175.66057233704294
ONGC,36,Mar 2022,20224,6290.0,253213,121986,201771,583260,254402,106719,66642,155496,583260,0.4700754904567577,0.44491821829029937,206.28219395866455
ONGC,39,Mar 2023,20234,6290.0,274357,142255,190212,613115,250819,113945,78873,169478,613115,0.5068823112308345,0.4577395757728974,223.08982511923688
ONGC,41,Mar 2024,20244,6290.0,330780,153181,219523,709774,298454,116022,102207,193091,709774,0.45444863084819176,0.47489764347524704,267.94117647058823
ONGC,40,Sep 2024,20242,6290.0,345986,191489,213848,757614,350438,91497,106077,209602,757614,0.5435766274171389,0.4649808477668047,280.0286168521463
NTPC,7,Mar 2013,20134,8245.0,72995,70419,27116,178776,71833,46555,4923,55465,178776,0.8668020679468242,0.4544234125385958,98.53244390539722
NTPC,11,Mar 2014,20144,8245.0,79084,81455,31334,200118,84208,53825,3300,58785,200118,0.9327371205441491,0.43638753135649966,105.91752577319588
NTPC,15,Mar 2015,20154,8245.0,73849,102252,35366,219712,91853,67555,1902,58403,219712,1.2455477866835578,0.37364367899796097,99.56822316555488
NTPC,18,Mar 2016,20164,8245.0,83330,99424,33666,224665,92929,75046,6473,50217,224665,1.0857111657111658,0.4076068813566866,111.06731352334748
NTPC,21,Mar 2017,20174,8245.0,89593,113773,36990,248601,104532,86896,7614,49560,248601,1.1628712770089331,0.39355433003085266,118.66343238326259
NTPC,24,Mar 2018,20184,8245.0,95318,130049,48880,282492,128245,83386,8876,61985,282492,1.2557477091239149,0.366605072002039,125.60703456640388
NTPC,27,Mar 2019,20194,9895.0,101462,173058,62509,346923,150985,118397,8132,69409,346923,1.5540828147310004,0.3209847718369782,112.53865588681153
NTPC,30,Mar 2020,20204,9895.0,108945,202984,55746,377569,187803,98508,9307,81951,377569,1.7080444294850219,0.31475041648016655,120.10106114199091
NTPC,33,Mar 2021,20214,9697.0,116042,210208,62075,398022,203245,97506,10589,86681,398022,1.6717804340737559,0.3159096733346398,129.66793853769207
NTPC,36,Mar 2022,20224,9697.0,125677,210707,69751,415831,224923,91126,10626,89156,415831,1.5564805649533884,0.3255505241311975,139.60400123749613
NTPC,39,Mar 2023,20234,9697.0,137326,222913,77253,447189,240424,89179,13935,103651,447189,1.5161777408976826,0.32877150377133607,151.61699494689077
NTPC,41,Mar 2024,20244,9697.0,151013,237131,81437,479278,258934,87664,15885,116795,479278,1.475521125007778,0.3353168724623288,165.73166958853253
NTPC,40,Sep 2024,20242,9697.0,158575,242009,81950,492230,259252,95612,16500,120866,492230,1.438201245602358,0.3418564492208927,173.52995771888212
NHPC,7,Mar 2013,20134,12301.0,17494,20340,12226,62361,23537,19962,1447,17415,62361,0.6826648766571572,0.47778258847677235,24.221607999349647
NHPC,11,Mar 2014,20144,11071.0,17175,20819,12362,61427,29587,14924,1273,15643,61427,0.7370601147065071,0.4598303677535937,25.5135037485322
NHPC,15,Mar 2015,20154,11071.0,19687,20584,10094,61436,27916,16378,1020,16123,61436,0.669224266857403,0.5006510840549515,27.78249480625057
NHPC,18,Mar 2016,20164,11071.0,20572,19938,11242,62823,22610,16742,606,22866,62823,0.6300919634674336,0.5036849561466342,28.581880588926026
NHPC,21,Mar 2017,20174,10259.0,18756,19227,11946,60187,22227,17588,1020,19352,60187,0.6626572462519387,0.4820808480236596,28.282483672872598
NHPC,24,Mar 2018,20184,10259.0,19782,18602,14290,62933,21201,19087,1125,21520,62933,0.6192203987883226,0.47734892663626394,29.28258114826006
NHPC,27,Mar 2019,20194,10045.0,20753,19066,16870,66734,24977,15037,1283,25437,66734,0.6190661731281252,0.4615038810801091,30.660029865604777
NHPC,30,Mar 2020,20204,10045.0,21336,23226,16669,71277,24402,17180,1398,28297,71277,0.7401293776488959,0.44026824922485513,31.2404181184669
NHPC,33,Mar 2021,20214,10045.0,23008,23365,16717,73136,21993,19167,1842,30133,73136,0.7068949868393186,0.451938853642529,32.90492782478845
NHPC,36,Mar 2022,20224,10045.0,24876,26096,16271,77288,21825,22522,2386,30554,77288,0.7472867329114287,0.45182952075354516,34.76455948232952
NHPC,39,Mar 2023,20234,10045.0,26916,29540,19710,86211,22137,31357,499,32218,86211,0.7992208003030221,0.4287271925856329,36.795420607267296
NHPC,41,Mar 2024,20244,10045.0,28657,32561,22034,93297,21474,39831,479,31513,93297,0.8413260296625498,0.41482577146103305,38.528621204579395
NHPC,40,Sep 2024,20242,10045.0,30104,34210,23322,97681,21286,44386,499,31511,97681,0.8520760168372812,0.411021590688056,39.96913887506222
NESTLEIND,6,Dec 2013,20133,96.0,2272,1189,2756,6314,3369,295,851,1799,6314,0.5021114864864865,0.3750395945517897,24.666666666666668
NESTLEIND,10,Dec 2014,20143,96.0,2741,20,2963,5820,3177,245,812,1586,5820,0.007049700387733521,0.4874570446735395,29.552083333333332
NESTLEIND,14,Dec 2015,20153,96.0,2721,18,3251,6086,2898,231,1325,1633,6086,0.006389776357827476,0.46286559316464015,29.34375
NESTLEIND,17,Dec 2016,20163,96.0,3186,33,3495,6810,2730,188,1756,2136,6810,0.010054844606946984,0.4819383259911894,34.1875
NESTLEIND,20,Dec 2017,20173,96.0,3324,35,3907,7363,2616,94,1979,2673,7363,0.01023391812865497,0.46448458508760015,35.625
NESTLEIND,23,Dec 2018,20183,96.0,3577,35,4379,8088,2401,105,2658,2924,8088,0.00952899537163082,0.4541295746785361,38.260416666666664
NESTLEIND,26,Dec 2019,20193,96.0,1822,189,5065,7173,2341,143,1751,2937,7173,0.09854014598540146,0.26739160741670154,19.979166666666668
NESTLEIND,29,Dec 2020,20203,96.0,1923,147,5733,7900,2179,639,1464,3618,7900,0.07280832095096583,0.25556962025316454,21.03125
NESTLEIND,32,Dec 2021,20213,96.0,1850,266,6021,8234,2995,246,774,4219,8234,0.1366906474820144,0.23633713869322323,20.270833333333332
NESTLEIND,35,Dec 2022,20223,96.0,2363,271,6249,8979,3044,358,778,4799,8979,0.11020740138267589,0.2738612317630026,25.614583333333332
NESTLEIND,38,Dec 2023,20233,96.0,2363,271,6249,8979,3044,358,778,4799,8979,0.11020740138267589,0.2738612317630026,25.614583333333332
NESTLEIND,41,Mar 2024,20244,96.0,3244,345,6838,10523,3460,1742,464,4857,10523,0.10329341317365269,0.3173999809940131,34.791666666666664
NESTLEIND,40,Sep 2024,20242,96.0,3894,370,6747,11108,3925,2340,786,4057,11108,0.09273182957393483,0.35920057616132517,41.5625
NAUKRI,7,Mar 2013,20134,109.0,499,1,216,825,152,10,261,402,825,0.001644736842105263,0.7369696969696969,55.77981651376147
NAUKRI,11,Mar 2014,20144,109.0,563,1,387,1060,149,10,538,363,1060,0.001488095238095238,0.6339622641509434,61.65137614678899
NAUKRI,15,Mar 2015,20154,120.0,1295,1,801,2217,576,12,1175,455,2217,0.0007067137809187279,0.6382498872350022,117.91666666666667
NAUKRI,18,Mar 2016,20164,121.0,1422,1,382,1925,82,0,568,1276,1925,0.0006480881399870382,0.8015584415584416,127.52066115702479
NAUKRI,21,Mar 2017,20174,121.0,1471,1,459,2053,157,1,551,1343,2053,0.000628140703517588,0.7754505601558694,131.5702479338843
NAUKRI,24,Mar 2018,20184,122.0,1923,1,550,2596,88,0,1565,943,2596,0.0004889975550122249,0.7877503852080123,167.62295081967213
NAUKRI,27,Mar 2019,20194,122.0,2421,1,646,3189,88,2,1204,1895,3189,0.00039323633503735744,0.7974286610222641,208.4426229508197
NAUKRI,30,Mar 2020,20204,122.0,2073,77,621,2893,242,0,1133,1518,2893,0.03507972665148064,0.7587279640511579,179.91803278688525
NAUKRI,33,Mar 2021,20214,129.0,5267,65,831,6292,134,0,2324,3834,6292,0.012045959970348406,0.8575969485060394,418.29457364341084
NAUKRI,36,Mar 2022,20224,129.0,17113,64,3177,20483,1033,0,15614,3836,20483,0.0037118663728105787,0.8417712249182249,1336.5891472868216
NAUKRI,39,Mar 2023,20234,129.0,13269,108,3153,16658,801,4,12403,3450,16658,0.00806090461262875,0.8042982350822427,1038.6046511627906
NAUKRI,41,Mar 2024,20244,129.0,30133,246,5581,36089,810,0,31203,4077,36089,0.008129006675038002,0.8385380586882429,2345.891472868217
NAUKRI,40,Sep 2024,20242,129.0,41659,256,8141,50186,811,0,45320,4055,50186,0.006126160620273763,0.8326624955166779,3239.37984496124
MOTHERSON,7,Mar 2013,20134,59.0,2230,4904,5546,12739,5277,386,72,7005,12739,2.142420270860638,0.17968443362901326,38.79661016949152
MOTHERSON,11,Mar 2014,20144,88.0,2871,4840,7445,15244,5919,647,75,8603,15244,1.6356877323420074,0.1941091577013907,33.625
MOTHERSON,15,Mar 2015,20154,88.0,3236,5131,8971,17425,6129,956,65,10276,17425,1.5436221419975933,0.19076040172166428,37.77272727272727
MOTHERSON,18,Mar 2016,20164,132.0,4265,6069,9199,19665,7147,1397,590,10531,19665,1.3802592676825107,0.2235952199338927,33.31060606060606
MOTHERSON,21,Mar 2017,20174,140.0,8132,10349,13322,31944,12193,1935,474,17343,31944,1.251088007736944,0.25895316804407714,59.08571428571429
MOTHERSON,24,Mar 2018,20184,210.0,9674,10374,16716,36974,14712,2585,792,18885,36974,1.0495750708215297,0.26732298371828855,47.06666666666667
MOTHERSON,27,Mar 2019,20194,316.0,10647,11534,20257,42754,18423,1067,855,22409,42754,1.0520842834990423,0.2564204518875427,34.69303797468354
MOTHERSON,30,Mar 2020,20204,316.0,10945,13136,20636,45033,20750,852,796,22635,45033,1.166503862889619,0.2500610663291364,35.63607594936709
MOTHERSON,33,Mar 2021,20214,316.0,12245,11930,23258,47749,20099,877,846,25926,47749,0.949765146087095,0.26306310079792244,39.75
MOTHERSON,36,Mar 2022,20224,452.0,20136,14130,21008,55726,21411,1310,6462,26543,55726,0.6863221293957645,0.3694505257868858,45.54867256637168
MOTHERSON,39,Mar 2023,20234,678.0,21774,13792,25086,61330,23147,1478,6290,30415,61330,0.6142882593978265,0.36608511332137617,33.11504424778761
MOTHERSON,41,Mar 2024,20244,678.0,25477,19922,38101,84178,30122,2498,6521,45037,84178,0.7616899254444657,0.3107106369835349,38.57669616519174
MOTHERSON,40,Sep 2024,20242,704.0,31930,25417,39828,97879,32455,2693,6615,56115,97879,0.7788502788502788,0.3334116613369569,46.35511363636363
MARUTI,7,Mar 2013,20134,151.0,18877,1569,6920,27517,10022,1966,7421,8107,27517,0.08245743115408871,0.6914998001235599,630.066225165563
MARUTI,11,Mar 2014,20144,151.0,21345,2004,7975,31476,11034,2640,10527,7275,31476,0.09322664681801265,0.682933028339052,711.7880794701987
MARUTI,15,Mar 2015,20154,151.0,24167,666,9492,34477,12490,1890,13298,6800,34477,0.027387120651369355,0.7053397917452214,805.2317880794702
MARUTI,18,Mar 2016,20164,151.0,30465,231,11879,42726,12530,1007,20676,8513,42726,0.0075450744708649075,0.7165660253709685,1013.7748344370862
MARUTI,21,Mar 2017,20174,151.0,36924,484,14402,51960,13311,1252,29151,8247,51960,0.013054619015509103,0.7135296381832179,1227.6490066225165
MARUTI,24,Mar 2018,20184,151.0,42408,121,17568,60248,13389,2132,36123,8604,60248,0.002843111915223572,0.706396892842916,1409.2384105960266
MARUTI,27,Mar 2019,20194,151.0,46941,160,16717,63969,15437,1607,37504,9421,63969,0.00339760468869447,0.7361690818990448,1559.337748344371
MARUTI,30,Mar 2020,20204,151.0,49262,184,14031,63628,15744,1415,37488,8980,63628,0.0037237164308987513,0.7765920663858679,1636.1920529801325
MARUTI,33,Mar 2021,20214,151.0,52350,541,18335,71376,14989,1497,42945,11946,71376,0.010304565627321384,0.735555368751401,1738.4437086092717
MARUTI,36,Mar 2022,20224,151.0,55182,426,18896,74656,13747,2936,42035,15937,74656,0.007698841559286501,0.7411728461208744,1832.2185430463576
MARUTI,39,Mar 2023,20234,157.0,74443,1248,24258,100106,27941,4143,49184,18837,100106,0.016729222520107237,0.7452100773180429,2375.796178343949
MARUTI,41,Mar 2024,20244,157.0,85479,119,29550,115304,27865,7735,57296,22408,115304,0.001389602503619973,0.7426975646985361,2727.2611464968154
